Accession	Description	CTRL-IFN	CTRL-VIRUS	CTRL-IFN_VIRUS	IFN-VIRUS	IFN-IFN_VIRUS	VIRUS-IFN_VIRUS
Q8NEZ2	Vacuolar protein sorting-associated protein 37A OS=Homo sapiens OX=9606 GN=VPS37A PE=1 SV=1	-0.024787041	0.437116741	0.936008614	0.29582744	0.90181445	0.80602388
Q9BX69	Caspase recruitment domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CARD6 PE=1 SV=2	-0.385852633	-0.103951079	0.752532839	0.345843732	1.389096355	0.80602388
Q92598	Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1	0.654865837	0.166582831	0.818059902	-0.204335481	0.460215224	0.80602388
E9PHS0	Glutathione S-transferase LANCL1 (Fragment) OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1	0.208843636	0.292831989	0.831165314	-0.654482109	0.27748451	0.825267935
Q8TDZ2	[F-actin]-monooxygenase MICAL1 OS=Homo sapiens OX=9606 GN=MICAL1 PE=1 SV=2	0.315039398	0.130511643	0.660794952	-0.154319189	0.551580581	0.80602388
P15586	N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3	0.017691264	0.058369267	0.818059902	0.062418077	0.703856176	0.825267935
Q8TCY9	Up-regulator of cell proliferation OS=Homo sapiens OX=9606 GN=URGCP PE=1 SV=2	1.716823459	1.01425575	1.185011452	-0.337712259	0.323167188	0.825267935
Q86TB9	Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2	-0.385852633	-0.158057861	0.22831634	-0.654482109	0.384077426	0.825267935
Q9Y6Y8	SEC23-interacting protein OS=Homo sapiens OX=9606 GN=SEC23IP PE=1 SV=1	-0.513287548	-0.374484989	0.22831634	0.29582744	0.59726326	0.825267935
P10606	"Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2"	-0.343374328	0.220689613	0.713216602	0.395860024	1.23682076	0.825267935
Q9Y262	Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1	0.463713465	-0.266271425	0.162789277	-0.604465817	-0.04229424	0.825267935
P41567	Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1	0.484952617	0.383009959	0.778743664	-0.237679675	0.414532545	0.825267935
F5H5P2	2-oxoisovalerate dehydrogenase subunit alpha OS=Homo sapiens OX=9606 PE=3 SV=1	-0.003547889	0.076404861	0.569057065	-0.004270312	0.703856176	0.825267935
P58546	Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2	1.568149392	1.01425575	1.486435939	-0.487761136	1.160682962	0.825267935
Q93050	V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3	0.42123516	1.10443372	1.250538514	0.579253095	1.160682962	0.825267935
Q9BSD7	Cancer-related nucleoside-triphosphatase OS=Homo sapiens OX=9606 GN=NTPCR PE=1 SV=1	0.484952617	0.274796395	0.660794952	-0.287695967	0.399304986	0.825267935
O43175	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4	0.230082788	0.004262485	0.503530002	-0.137647091	0.490670343	0.825267935
Q5T7C4	High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=1	-0.024787041	-1.27626469	-0.361427222	-1.304693906	-0.285935193	0.825267935
Q8NCE2	Myotubularin-related protein 14 OS=Homo sapiens OX=9606 GN=MTMR14 PE=1 SV=2	0.399996008	0.364974365	0.673900364	-0.120974994	0.536353022	0.825267935
Q9NSC5	Homer protein homolog 3 OS=Homo sapiens OX=9606 GN=HOMER3 PE=1 SV=2	0.060169568	0.238725207	0.647689539	0.079090174	0.642945938	0.825267935
Q9UMS0	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial OS=Homo sapiens OX=9606 GN=NFU1 PE=1 SV=2"	-0.492048395	0.419081147	0.54284624	0.429204219	1.191138081	0.825267935
Q15072	Zinc finger protein OZF OS=Homo sapiens OX=9606 GN=ZNF146 PE=1 SV=2	-0.513287548	-2.520720676	-1.501598109	-1.9715778	-1.397547038	0.825267935
Q32MZ4	Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2	0.102647873	-0.428591771	0.110367627	-0.921235667	-0.255480074	0.825267935
Q15036	Sorting nexin-17 OS=Homo sapiens OX=9606 GN=SNX17 PE=1 SV=1	0.994692276	-0.140022267	0.306948815	-0.737842596	0.140436474	0.825267935
P21283	V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4	0.782300752	0.076404861	0.713216602	-0.254351773	0.384077426	0.825267935
Q15370	Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1	0.442474313	-0.410556177	0.359370465	-0.671154206	0.27748451	0.825267935
Q9NYK5	"39S ribosomal protein L39, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=3"	0.25132194	0.004262485	0.555951652	-0.120974994	0.536353022	0.825267935
P47712	Cytosolic phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G4A PE=1 SV=2	1.589388545	-0.031808703	0.831165314	-1.021268251	-0.011839121	0.825267935
Q9NPQ8	Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3	0.484952617	-0.248235831	0.359370465	-0.721170498	0.079526236	0.844511989
O60749	Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2	-0.003547889	-0.049844297	0.595267889	-0.054286604	0.658173498	0.844511989
O43678	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens OX=9606 GN=NDUFA2 PE=1 SV=3	-0.258417718	0.707650652	0.634584127	0.846006652	1.130227843	0.844511989
Q5T4S7	E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1	0.357517703	-0.013773109	0.569057065	-0.204335481	0.414532545	0.844511989
Q9NTK5	Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2	0.230082788	0.184618425	0.687005777	-0.004270312	0.521125462	0.844511989
E7EQI7	WASH complex subunit 5 OS=Homo sapiens OX=9606 GN=WASHC5 PE=1 SV=1	0.208843636	0.112476049	0.621478714	-0.187663383	0.612490819	0.844511989
Q14558	Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens OX=9606 GN=PRPSAP1 PE=1 SV=2	0.230082788	-0.807339245	0.084156802	-0.954579861	-0.255480074	0.844511989
P47755	F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3	0.357517703	-0.608947711	0.215210927	-0.221007578	0.186119152	0.844511989
P31749	RAC-alpha serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=AKT1 PE=1 SV=2	0.33627855	-0.103951079	0.424897527	-0.187663383	0.429760105	0.844511989
Q99497	Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2	-0.109743651	-0.302342613	0.38558129	-0.204335481	0.475442783	0.844511989
Q9BTE6	Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens OX=9606 GN=AARSD1 PE=1 SV=2	-0.088504499	-0.789303651	-0.125529798	-0.604465817	0.049071117	0.844511989
Q66K74	Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S PE=1 SV=2	0.145126178	-0.536805335	0.215210927	-0.537777428	0.216574272	0.844511989
Q8TB45	DEP domain-containing mTOR-interacting protein OS=Homo sapiens OX=9606 GN=DEPTOR PE=1 SV=2	0.59114838	-0.645018899	0.726322014	-0.787858888	0.307939629	0.844511989
P19623	Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1	0.761061599	0.5633659	0.883586964	-0.254351773	0.307939629	0.844511989
Q9BZH6	WD repeat-containing protein 11 OS=Homo sapiens OX=9606 GN=WDR11 PE=1 SV=1	0.463713465	0.292831989	0.673900364	-0.104302897	0.338394748	0.844511989
P13639	Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4	0.33627855	0.220689613	0.516635415	-0.187663383	0.399304986	0.844511989
K7EQ86	"KIAA0100, isoform CRA_a OS=Homo sapiens OX=9606 GN=KIAA0100 PE=1 SV=1"	0.017691264	1.10443372	1.211222277	0.829334555	1.602282188	0.844511989
Q16594	Transcription initiation factor TFIID subunit 9 OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=1	1.440714478	0.310867583	0.660794952	-0.537777428	0.125208914	0.844511989
Q96D53	"Atypical kinase COQ8B, mitochondrial OS=Homo sapiens OX=9606 GN=COQ8B PE=1 SV=2"	0.399996008	0.166582831	0.752532839	-0.170991286	0.429760105	0.844511989
B7ZC39	Endophilin-B2 OS=Homo sapiens OX=9606 GN=SH3GLB2 PE=1 SV=1	0.676104989	-0.843410433	-0.636640885	-1.021268251	-0.194569836	0.844511989
Q3LXA3	Triokinase/FMN cyclase OS=Homo sapiens OX=9606 GN=TKFC PE=1 SV=2	-0.237178566	-0.987695185	-0.13863521	-0.887891472	-0.179342276	0.844511989
P10599	Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3	-0.024787041	-0.194129049	0.54284624	0.062418077	0.734311295	0.844511989
P82663	"28S ribosomal protein S25, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1"	-0.215939413	0.545330305	1.158800627	0.61259729	1.465234152	0.844511989
Q9Y266	Nuclear migration protein nudC OS=Homo sapiens OX=9606 GN=NUDC PE=1 SV=1	-0.046026194	-1.041801967	-0.217267685	-0.804530985	-0.072749359	0.844511989
P82912	"28S ribosomal protein S11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS11 PE=1 SV=2"	0.548670075	0.256760801	0.595267889	-0.537777428	0.338394748	0.844511989
O60331	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Homo sapiens OX=9606 GN=PIP5K1C PE=1 SV=2	0.102647873	-0.771268057	0.01862974	-0.921235667	-0.164114717	0.844511989
Q9UBV8	Peflin OS=Homo sapiens OX=9606 GN=PEF1 PE=1 SV=1	0.42123516	-0.085915485	0.54284624	-0.487761136	0.26225695	0.844511989
P53004	Biliverdin reductase A OS=Homo sapiens OX=9606 GN=BLVRA PE=1 SV=2	0.527430922	-0.194129049	0.647689539	-0.654482109	0.323167188	0.844511989
Q8N5M1	ATP synthase mitochondrial F1 complex assembly factor 2 OS=Homo sapiens OX=9606 GN=ATPAF2 PE=1 SV=1	0.612387532	0.509259117	0.831165314	-0.221007578	0.429760105	0.844511989
O00221	NF-kappa-B inhibitor epsilon OS=Homo sapiens OX=9606 GN=NFKBIE PE=1 SV=3	0.038930416	0.022298079	0.569057065	-0.054286604	0.460215224	0.844511989
Q8NE71	ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2	0.060169568	-0.085915485	0.582162477	-0.054286604	0.612490819	0.844511989
Q8N4Q1	Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens OX=9606 GN=CHCHD4 PE=1 SV=1	-0.279656871	0.383009959	1.119484389	1.246136989	2.089564093	0.844511989
Q9BX40	Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1	2.5026721	0.040333673	0.503530002	-2.038266189	-1.047313169	0.863756044
P14868	"Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS PE=1 SV=2"	0.378756855	0.148547237	0.687005777	-0.204335481	0.551580581	0.844511989
P61163	Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1	0.145126178	0.094440455	0.477319177	-0.120974994	0.566808141	0.844511989
Q8NHP8	Putative phospholipase B-like 2 OS=Homo sapiens OX=9606 GN=PLBD2 PE=1 SV=2	-0.513287548	0.455152335	1.447119702	0.812662458	2.287522367	0.844511989
P07737	Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2	0.718583294	0.292831989	0.752532839	-0.354384357	0.26225695	0.863756044
Q6P996	Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=2	0.25132194	0.527294711	0.660794952	0.012401785	0.612490819	0.863756044
Q86UA1	Pre-mRNA-processing factor 39 OS=Homo sapiens OX=9606 GN=PRPF39 PE=1 SV=3	-2.276137201	-2.430542706	-1.200173622	-0.554449525	0.033843557	0.863756044
Q6IBS0	Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2	0.187604483	0.076404861	0.582162477	-0.354384357	0.140436474	0.863756044
Q96IU4	Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1	0.315039398	-0.248235831	0.621478714	-0.254351773	0.399304986	0.863756044
Q96AB3	Isochorismatase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ISOC2 PE=1 SV=1	0.293800245	0.310867583	0.726322014	-0.004270312	0.551580581	0.863756044
Q6NXE6	Armadillo repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=ARMC6 PE=1 SV=2	0.569909227	0.779793028	1.119484389	0.379187927	0.91704201	0.863756044
P08758	Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	0.909735666	0.184618425	0.778743664	-0.487761136	0.323167188	0.863756044
P50749	Ras association domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RASSF2 PE=1 SV=1	0.569909227	0.202654019	0.975324852	-0.054286604	0.566808141	0.863756044
Q32Q12	Nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME1-NME2 PE=1 SV=1	0.548670075	0.5633659	0.883586964	-0.154319189	0.642945938	0.863756044
Q9BQ69	ADP-ribose glycohydrolase MACROD1 OS=Homo sapiens OX=9606 GN=MACROD1 PE=1 SV=2	0.102647873	0.83389981	1.250538514	0.86267875	1.160682962	0.863756044
Q14914	Prostaglandin reductase 1 OS=Homo sapiens OX=9606 GN=PTGR1 PE=1 SV=2	1.313279563	-0.482698553	0.12347304	-1.421398587	-0.422983228	0.863756044
O60664	Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3	-0.130982804	-0.717161275	0.12347304	-0.571121622	0.018615998	0.863756044
Q04760	Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4	1.185844648	0.707650652	1.027746502	-0.337712259	0.338394748	0.863756044
Q9Y3C4	EKC/KEOPS complex subunit TPRKB OS=Homo sapiens OX=9606 GN=TPRKB PE=1 SV=1	0.761061599	0.202654019	0.883586964	-0.221007578	0.627718379	0.863756044
Q9NQH7	Xaa-Pro aminopeptidase 3 OS=Homo sapiens OX=9606 GN=XPNPEP3 PE=1 SV=1	0.909735666	0.022298079	0.673900364	-0.754514693	-0.027066681	0.863756044
A6NC98	Coiled-coil domain-containing protein 88B OS=Homo sapiens OX=9606 GN=CCDC88B PE=1 SV=1	0.484952617	0.65354387	0.857376139	-0.237679675	0.536353022	0.863756044
P11182	"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DBT PE=1 SV=3"	0.230082788	0.256760801	0.896692377	0.012401785	0.688628617	0.863756044
Q9NUQ8	ATP-binding cassette sub-family F member 3 OS=Homo sapiens OX=9606 GN=ABCF3 PE=1 SV=2	0.824779057	0.148547237	0.477319177	-0.471089038	-0.0575218	0.863756044
A0A140TA86	MICOS complex subunit MIC13 OS=Homo sapiens OX=9606 GN=MICOS13 PE=1 SV=1	0.230082788	0.671579464	1.132589802	0.512564705	1.130227843	0.863756044
Q7LG56	Ribonucleoside-diphosphate reductase subunit M2 B OS=Homo sapiens OX=9606 GN=RRM2B PE=1 SV=1	0.952213971	-0.392520583	0.149683865	-0.83787518	-0.072749359	0.863756044
P54577	"Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS PE=1 SV=4"	0.33627855	-0.031808703	0.582162477	-0.254351773	0.414532545	0.863756044
Q9NWS8	Required for meiotic nuclear division protein 1 homolog OS=Homo sapiens OX=9606 GN=RMND1 PE=1 SV=2	0.230082788	0.274796395	0.752532839	0.279155343	0.91704201	0.863756044
O76071	Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Homo sapiens OX=9606 GN=CIAO1 PE=1 SV=1	0.378756855	0.851935404	1.145695214	0.362515829	0.962724688	0.863756044
Q15063	Periostin OS=Homo sapiens OX=9606 GN=POSTN PE=1 SV=2	0.676104989	1.411038818	1.434014289	0.712629874	1.2215932	0.863756044
K7EP06	mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1	0.060169568	-0.807339245	-0.099318973	-1.388054393	-0.575258824	0.863756044
Q9UGJ1	Gamma-tubulin complex component 4 OS=Homo sapiens OX=9606 GN=TUBGCP4 PE=1 SV=1	-0.385852633	-1.90751048	-0.544902997	-0.371056454	0.079526236	0.863756044
Q13131	5'-AMP-activated protein kinase catalytic subunit alpha-1 OS=Homo sapiens OX=9606 GN=PRKAA1 PE=1 SV=4	0.633626685	0.797828622	1.106378977	0.162450661	0.658173498	0.863756044
Q6AI08	HEAT repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=HEATR6 PE=1 SV=1	0.548670075	-0.031808703	0.451108352	-0.321040162	0.307939629	0.863756044
O00330	"Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3"	0.527430922	0.256760801	0.778743664	-0.254351773	0.399304986	0.863756044
A0A087X0W9	Deubiquitinase OTUD6B OS=Homo sapiens OX=9606 GN=OTUD6B PE=1 SV=1	1.100888038	0.545330305	1.132589802	-0.037614507	0.429760105	0.863756044
Q9NP77	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Homo sapiens OX=9606 GN=SSU72 PE=1 SV=1	0.293800245	0.383009959	0.778743664	-0.187663383	0.536353022	0.863756044
P04818	Thymidylate synthase OS=Homo sapiens OX=9606 GN=TYMS PE=1 SV=3	0.654865837	0.383009959	0.883586964	-0.237679675	0.414532545	0.883000099
Q9Y2C4	"Nuclease EXOG, mitochondrial OS=Homo sapiens OX=9606 GN=EXOG PE=1 SV=2"	-0.343374328	-0.067879891	0.43800294	0.329171635	0.719083736	0.863756044
I3L397	Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8	0.612387532	0.851935404	1.027746502	0.095762272	0.521125462	0.883000099
Q08AM6	Protein VAC14 homolog OS=Homo sapiens OX=9606 GN=VAC14 PE=1 SV=1	0.569909227	0.437116741	1.014641089	0.04574598	0.673401057	0.883000099
P08246	Neutrophil elastase OS=Homo sapiens OX=9606 GN=ELANE PE=1 SV=1	1.058409734	1.699608322	1.224327689	0.329171635	0.703856176	0.883000099
A0A0B4J2D5	"Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial OS=Homo sapiens OX=9606 GN=GATD3B PE=1 SV=1"	0.378756855	0.401045553	0.857376139	0.195794856	0.810449093	0.883000099
Q14653	Interferon regulatory factor 3 OS=Homo sapiens OX=9606 GN=IRF3 PE=1 SV=1	1.228322953	0.960148968	1.211222277	-0.337712259	0.231801831	0.883000099
Q9UBN7	Histone deacetylase 6 OS=Homo sapiens OX=9606 GN=HDAC6 PE=1 SV=2	0.378756855	0.292831989	0.962219439	-0.170991286	0.825676652	0.883000099
Q9NQR4	Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1	0.145126178	0.148547237	0.791849077	0.279155343	0.642945938	0.883000099
A4D1P6	WD repeat-containing protein 91 OS=Homo sapiens OX=9606 GN=WDR91 PE=1 SV=2	0.527430922	1.140504908	1.171906039	0.762646166	1.282503438	0.883000099
P50570	Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2	0.378756855	0.076404861	0.739427427	-0.304368065	0.551580581	0.883000099
P48147	Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=2	0.718583294	0.274796395	0.818059902	-0.321040162	0.399304986	0.883000099
O95466	Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=3	0.060169568	0.274796395	0.726322014	0.22913905	0.719083736	0.883000099
Q6RW13	Type-1 angiotensin II receptor-associated protein OS=Homo sapiens OX=9606 GN=AGTRAP PE=1 SV=1	0.59114838	2.998171091	3.229455801	0.329171635	1.389096355	0.883000099
Q9UDX5	Mitochondrial fission process protein 1 OS=Homo sapiens OX=9606 GN=MTFP1 PE=1 SV=1	0.484952617	0.779793028	1.132589802	0.162450661	0.673401057	0.883000099
Q2M389	WASH complex subunit 4 OS=Homo sapiens OX=9606 GN=WASHC4 PE=1 SV=2	0.038930416	0.238725207	0.555951652	0.095762272	0.719083736	0.883000099
Q9NS87	Kinesin-like protein KIF15 OS=Homo sapiens OX=9606 GN=KIF15 PE=1 SV=1	-0.237178566	0.509259117	1.119484389	0.345843732	0.90181445	0.883000099
Q9BQC3	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 OS=Homo sapiens OX=9606 GN=DPH2 PE=1 SV=1	-0.768157377	-1.113944343	0.07105139	-0.437744844	0.338394748	0.883000099
Q9H2M9	Rab3 GTPase-activating protein non-catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP2 PE=1 SV=1	0.315039398	0.058369267	0.687005777	-0.170991286	0.59726326	0.883000099
Q9NZD8	Maspardin OS=Homo sapiens OX=9606 GN=SPG21 PE=1 SV=1	1.398236173	0.851935404	1.171906039	-0.654482109	0.064298676	0.883000099
P21266	Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3	1.058409734	0.419081147	0.949114027	-0.454416941	0.186119152	0.883000099
P16383	GC-rich sequence DNA-binding factor 2 OS=Homo sapiens OX=9606 GN=GCFC2 PE=1 SV=2	0.399996008	0.437116741	0.922903202	-0.404400649	0.536353022	0.883000099
Q9UKG1	DCC-interacting protein 13-alpha OS=Homo sapiens OX=9606 GN=APPL1 PE=1 SV=1	0.102647873	-0.518769741	0.189000102	-0.421072746	0.490670343	0.883000099
L0R6Q1	SLC35A4 upstream open reading frame protein OS=Homo sapiens OX=9606 GN=SLC35A4 PE=3 SV=1	0.782300752	0.292831989	0.804954489	-0.137647091	0.5820357	0.883000099
Q15181	Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2	0.293800245	0.202654019	0.844270727	-0.02094241	0.719083736	0.883000099
Q9BZE9	Tether containing UBX domain for GLUT4 OS=Homo sapiens OX=9606 GN=ASPSCR1 PE=1 SV=1	0.50619177	0.184618425	0.752532839	-0.070958702	0.536353022	0.902244154
P42785	Lysosomal Pro-X carboxypeptidase OS=Homo sapiens OX=9606 GN=PRCP PE=1 SV=1	-0.130982804	0.310867583	0.555951652	0.195794856	0.749538855	0.902244154
Q92851	Caspase-10 OS=Homo sapiens OX=9606 GN=CASP10 PE=1 SV=3	0.676104989	-0.248235831	0.398686702	-0.887891472	-0.194569836	0.902244154
Q9Y547	Intraflagellar transport protein 25 homolog OS=Homo sapiens OX=9606 GN=HSPB11 PE=1 SV=1	0.548670075	-0.536805335	0.28073799	-1.071284543	0.003388438	0.902244154
P14550	Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3	0.973453124	0.509259117	0.857376139	-0.321040162	0.460215224	0.902244154
P04114	Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2	-0.003547889	0.978184562	1.512646764	0.962711334	1.069317605	0.902244154
O60888	Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=2	-0.683200767	-0.410556177	0.110367627	0.145778564	1.358641236	0.902244154
Q9NSK0	Kinesin light chain 4 OS=Homo sapiens OX=9606 GN=KLC4 PE=1 SV=3	0.633626685	-0.121986673	0.634584127	-0.804530985	0.186119152	0.902244154
Q96QR8	Transcriptional activator protein Pur-beta OS=Homo sapiens OX=9606 GN=PURB PE=1 SV=3	0.952213971	0.346938771	1.355381814	-0.421072746	0.231801831	0.902244154
Q9H9A6	Leucine-rich repeat-containing protein 40 OS=Homo sapiens OX=9606 GN=LRRC40 PE=1 SV=1	0.442474313	-0.140022267	0.687005777	-0.371056454	0.414532545	0.902244154
Q9H3S7	Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens OX=9606 GN=PTPN23 PE=1 SV=1	0.293800245	0.166582831	0.936008614	-0.02094241	0.5820357	0.902244154
Q9UIW2	Plexin-A1 OS=Homo sapiens OX=9606 GN=PLXNA1 PE=1 SV=3	-0.322135176	0.74372184	1.132589802	1.079416015	1.069317605	0.902244154
O60266	Adenylate cyclase type 3 OS=Homo sapiens OX=9606 GN=ADCY3 PE=1 SV=3	1.419475325	-1.312335878	-0.361427222	-2.438396526	-1.062540728	0.902244154
Q9NR09	Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2	0.357517703	0.437116741	0.936008614	-0.004270312	0.703856176	0.902244154
O95801	Tetratricopeptide repeat protein 4 OS=Homo sapiens OX=9606 GN=TTC4 PE=1 SV=3	1.334518715	1.501216788	1.093273564	-0.02094241	0.521125462	0.902244154
Q9P0J1	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PDP1 PE=1 SV=3"	-0.046026194	-0.320378207	0.411792115	-0.321040162	0.475442783	0.902244154
P05091	"Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2"	0.442474313	0.130511643	0.673900364	-0.187663383	0.475442783	0.902244154
P50225	Sulfotransferase 1A1 OS=Homo sapiens OX=9606 GN=SULT1A1 PE=1 SV=3	0.633626685	0.076404861	0.765638252	-0.387728551	0.490670343	0.921488209
P07384	Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1	0.123887026	0.166582831	0.569057065	-0.087630799	0.59726326	0.921488209
O75879	"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial OS=Homo sapiens OX=9606 GN=GATB PE=1 SV=1"	0.952213971	0.599437088	1.263643927	-0.104302897	0.673401057	0.921488209
Q86WU2	"Probable D-lactate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=LDHD PE=1 SV=1"	0.633626685	0.5633659	1.171906039	-0.137647091	0.825676652	0.921488209
P53990	IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1	-0.938070597	0.292831989	0.765638252	0.979383431	1.480461712	0.921488209
P28070	Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4	-0.215939413	-4.161959731	-0.833222072	-3.688803827	-0.636169062	0.921488209
P14859	"POU domain, class 2, transcription factor 1 OS=Homo sapiens OX=9606 GN=POU2F1 PE=1 SV=2"	0.315039398	-0.645018899	0.097262215	-1.054612445	-0.255480074	0.921488209
Q14240	Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2	0.548670075	0.202654019	0.700111189	-0.471089038	0.247029391	0.921488209
