Accession	Description	CTRL1	CTRL2	CTRL3	IFN1	IFN2	IFN3	VIRUS1	VIRUS2	VIRUS3	IFN_VIRUS1	IFN_VIRUS2	IFN_VIRUS3
A0A0C4DG91	Nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME6 PE=1 SV=1	1498386.754	1279513.772	993215.8259	1499603.266	1306600.711	1335148.565	1549492.383	1302014.506	1184727.522	1173243.836	929775.0574	979438.0152
Q9NX00	Transmembrane protein 160 OS=Homo sapiens OX=9606 GN=TMEM160 PE=1 SV=1	11684158.44	9377982.431	8198524.818	9846963.503	9081204.627	7738250.316	8456708.546	6109058.23	6393124.347	6080922.959	5834817.155	5669807.928
Q04837	"Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1"	90878660.35	61682403.55	58281921.08	78133444.51	64795115.15	73320575.76	87325058.01	55881182.14	52537471.95	56347811.27	48933815.37	44855920.19
B4DY26	Receptor protein serine/threonine kinase OS=Homo sapiens OX=9606 GN=TGFBR1 PE=1 SV=1	1577248.543	1668745.138	1078469.326	1737082.308	1438002.423	1539388.474	3234383.479	1789028.549	1915874.033	1444515.918	1423422.979	1727861.125
P53582	Methionine aminopeptidase 1 OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=2	56426354.58	63815312.44	63762202.49	58133049.53	53546091.81	63120098.52	38620155.37	71447869.54	50273406.98	41507008.15	44505490.01	47711449.52
Q6JQN1	Acyl-CoA dehydrogenase family member 10 OS=Homo sapiens OX=9606 GN=ACAD10 PE=1 SV=1	10516335.82	8953618.771	11332017.93	9229797.329	8278268.953	8595949.535	8146516.02	8146733.41	6768989.369	6188690.165	5815875.112	5968742.958
Q9NVH6	"Trimethyllysine dioxygenase, mitochondrial OS=Homo sapiens OX=9606 GN=TMLHE PE=1 SV=1"	4765413.562	3573966.473	3653293.406	3474666.869	3115453.729	3141221.438	3284694.274	3063136.667	1219472.073	2218635.02	1646560.606	1724885.071
Q86X76	Deaminated glutathione amidase OS=Homo sapiens OX=9606 GN=NIT1 PE=1 SV=2	3594456.382	3658318.429	3450326.547	2506391.813	2580207.201	3802819.835	4074593.132	5754832.688	3732841.719	3511787.538	3137549.969	3256947.577
P25685	DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4	7848730.419	7698562.57	5753906.156	4263676.724	6607796.985	6763543.708	3722957.81	8389436.55	5524983.946	3114522.202	4764816.4	4562114.617
P45954	"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADSB PE=1 SV=1"	10766582.49	9131232.558	9422747.531	12313977.78	11359370.66	8578898.502	12023648.55	12948109.15	6999904.548	9868213.473	7753402.217	6153761.578
A0A0A0MT01	Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1	230738883	206423227.3	218715329	209880766.8	167680587.7	202579348.1	168716498.9	249767186.3	139955528.8	150439897.5	126849496.8	126321348.6
Q13310	Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1	106575662.7	135129907.1	125703423.7	114915666.1	109835695.7	142320465	116324141.5	143986382.4	87167081.06	90162723.04	88499840.37	90892173.82
Q8NFV4	Protein ABHD11 OS=Homo sapiens OX=9606 GN=ABHD11 PE=1 SV=1	11609059.12	11307884.61	12734882.31	11980669.21	11282107.21	10605859.92	11409793.77	10857436.7	9784770.49	9730592.982	8086504.06	7720141.64
P53701	Cytochrome c-type heme lyase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1	28385280.54	32469453.48	29671091.28	36929290.52	38317291.4	31727631.44	21100182.23	25569153.19	20059122.5	20525920.39	18728727.74	19765677.93
Q6PKG0	La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2	3577944.839	4449239.982	5455154.332	2881015.15	2779575.344	3958740.294	3332337.768	5046038.439	3788674.143	2947389.749	3079748.786	2814441.146
Q8NB37	Glutamine amidotransferase-like class 1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GATD1 PE=1 SV=1	1295535.798	1085791.002	1576641.344	1009407.822	1068634.151	1301945.651	1074796.969	1421179.824	970157.3754	783630.4423	782730.7586	853197.3771
O75394	"39S ribosomal protein L33, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL33 PE=1 SV=1"	546077.9992	467409.3988	400502.1563	650254.195	561850.0837	611972.7366	387910.841	669300.9508	564103.2172	460521.4097	431422.3158	423284.5989
P47985	"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRFS1 PE=1 SV=2"	159078198.1	162760040.5	168978532	139296800.2	173349215.5	148440125.8	201881855.6	143807231.1	113741453.2	124394136.9	113085693.5	106980893.6
P27144	"Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1"	38166404.24	42175706.55	47531588.1	52561053.4	48732820.12	41610137.53	44550062.6	39755324.97	29064023.09	28088642.05	27604255.34	27657591.3
Q16401	26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens OX=9606 GN=PSMD5 PE=1 SV=3	21816120.52	20975763.47	21034623.58	17826682.78	17629861.21	18747535.3	21142705.58	19922341.02	19653989.12	14121155.69	13166832.74	16790611.38
P04406	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3	426675809.7	442263873.4	433134168.9	401742149.5	368082222.8	425555855.2	454275507.6	659524935.2	368344761.2	396605826.5	354421596.8	371043385.1
Q02750	Dual specificity mitogen-activated protein kinase kinase 1 OS=Homo sapiens OX=9606 GN=MAP2K1 PE=1 SV=2	5025759.311	5292200.465	5412024.594	5599558.839	3682252.393	4956540.993	6328222.404	4907250.506	3389256.437	3663311.729	3199476.393	3509572.239
O15511	Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens OX=9606 GN=ARPC5 PE=1 SV=3	29192655.98	33540629.52	31240874.29	36217363.64	27113516.59	33160912.37	30057792.96	41088738.46	25825304.92	25427832.93	20241886.61	25013255.88
Q9P2E5	Chondroitin sulfate glucuronyltransferase OS=Homo sapiens OX=9606 GN=CHPF2 PE=2 SV=2	1008319.882	1075466.226	804139.4229	2058905.008	1650616.007	996453.6315	1446954.664	1387229.709	1489861.699	815153.3852	737695.7212	780086.6814
A0A087X211	Protein CIP2A OS=Homo sapiens OX=9606 GN=CIP2A PE=1 SV=1	754831.8622	995094.4308	759349.6255	806771.9669	601742.3702	558954.8077	1658482.527	731412.8249	1057719.29	1008156.755	794715.462	1068525.885
Q9NVP2	Histone chaperone ASF1B OS=Homo sapiens OX=9606 GN=ASF1B PE=1 SV=1	5781664.344	5374879.957	4619757.125	5567359.517	4259153.95	5242547.452	6708508.416	7365799.789	4273304.601	5523165.77	5686696.627	3656460.197
Q9BUB7	"Transmembrane protein 70, mitochondrial OS=Homo sapiens OX=9606 GN=TMEM70 PE=1 SV=2"	11607965.11	18898140.74	16341899	18597428.37	20398931.75	16548840.4	20295658.11	20212394.54	13599432.44	12366363.49	14604173.29	12448970.91
Q5BKU9	Oxidoreductase-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OXLD1 PE=2 SV=1	69863.89506	568596.2419	882838.5938	1339344.765	692695.3659	633644.6833	891789.2122	539317.1189	525575.1548	712871.8932	503867.4432	511699.9665
P49588	"Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS PE=1 SV=2"	110005848.9	120561986.2	112549084.3	110459583.8	95042673.09	114546170.6	98963867.21	142034970.1	83050454.94	84461725.72	74380298.67	77122281.04
Q15418	Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens OX=9606 GN=RPS6KA1 PE=1 SV=2	33501069.8	35870428.45	36393039.87	36028430.1	30691295.83	35538350.79	45618780.29	42778708.74	30266906.55	32997971.41	25552551.31	27954717.72
P22061	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4	7423456.981	7699226.903	9352659.969	9799472.581	6199479.182	8228206.237	5208572.52	6888214.401	4155423.078	5101629.062	3629151.301	5462718.879
H0YJJ4	Protein O-mannosyl-transferase 2 (Fragment) OS=Homo sapiens OX=9606 GN=POMT2 PE=1 SV=1	5588965.076	5646114.647	5123241.125	1530504.715	4436126.319	1955178.249	4833625.931	4915336.109	3111604.678	4327962.731	3686338.684	1321180.271
B7Z7Y1	Rap guanine nucleotide exchange factor 6 OS=Homo sapiens OX=9606 GN=RAPGEF6 PE=1 SV=1	554644.0406	672541.9155	504280.0391	479393.5591	508540.7577	584612.1395	353972.0369	615824.227	515284.2558	250286.5587	431852.9424	411046.9012
Q9HD15	Steroid receptor RNA activator 1 OS=Homo sapiens OX=9606 GN=SRA1 PE=1 SV=1	407978.8231	144941.9474	297557.875	348256.1602	49418.33498	328772.4812	77755.82376	527626.0411	257472.0063	103724.8314	196407.2898	262397.4337
Q13347	Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1	16083320.29	22621927.16	15930195.22	13532419	13199385.38	15561691.16	14789809.37	20052021.9	12459038.86	12571817.91	9399908.119	11362729.45
Q7L5D6	Golgi to ER traffic protein 4 homolog OS=Homo sapiens OX=9606 GN=GET4 PE=1 SV=1	4095417.139	3661133.255	3744299.531	3287501.179	3080029.423	4447132.112	3270531.814	4940646.554	3396306.824	2699544.006	2986455.056	3239592.132
A0A494C0X0	Tubulin-folding cofactor B OS=Homo sapiens OX=9606 GN=TBCB PE=4 SV=1	44450810.15	13480621.1	12339926.69	10431169.65	9888649.257	11493661.81	11135015.13	13964467.96	8662232.986	10153965.46	6575260.395	8881278.434
Q9BVS4	Serine/threonine-protein kinase RIO2 OS=Homo sapiens OX=9606 GN=RIOK2 PE=1 SV=2	236335.8621	444889.2288	344886.0625	414296.5024	355129.886	449960.7009	219807.5852	414839.1118	396008.5917	276243.8618	301811.2378	307595.3721
K7ER00	Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=1	22256432.59	21692873.09	23573642.45	23817378.74	23438736.06	22945085.81	18451870.24	23377515.83	19379507.23	14640827.72	17581030.85	15843203.64
Q15120	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial OS=Homo sapiens OX=9606 GN=PDK3 PE=1 SV=1"	9728663.17	9276792.006	11546469.29	11219611.44	8329811.068	10042488.95	9190534.438	9696240.945	8721785.701	6747715.128	6186019.195	6497715.542
P19634	Sodium/hydrogen exchanger 1 OS=Homo sapiens OX=9606 GN=SLC9A1 PE=1 SV=2	108410.0576	448956.5635	494024.8936	647511.4476	694558.8141	645403.8926	520996.2027	531671.2431	640347.6866	353787.2822	459846.706	488538.6897
Q9P2D3	HEAT repeat-containing protein 5B OS=Homo sapiens OX=9606 GN=HEATR5B PE=1 SV=2	5313970.483	6045313.153	4052120.968	5311327.918	4335562.4	3861444.566	4034652.498	4516788.066	2454231.764	2906760.886	2663600.016	2165109.891
Q15493	Regucalcin OS=Homo sapiens OX=9606 GN=RGN PE=1 SV=1	1929036.52	1877047.956	1303982.063	1607314.765	1483268.154	1981640.493	974802.5753	1971676.444	662854.351	1005050.02	884702.0476	683607.7952
Q9GZT8	NIF3-like protein 1 OS=Homo sapiens OX=9606 GN=NIF3L1 PE=1 SV=2	1383440.115	1762922.616	1235144.32	1018796.895	1252348.92	1514950.367	2461561.522	1846396.001	1582373.801	1482132.856	1297845.135	1381674.121
P49189	4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3	56991306.06	46979113.01	46008367.52	46420358.6	46041733.75	46286211.54	44428517.46	56240345.6	37158025.78	40145463.33	32532473.77	34002150.34
Q13085	Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2	23093601.13	26932566.56	25684329.17	22487790.53	23842637.12	21643727.85	22373712.78	29371781.09	15601297.46	18785676.13	14940826.94	17095310.64
P42765	"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2"	105959480.5	105843238.8	104146162.3	83541320.44	98550065.48	87644841.63	112107615.6	102720250.9	76403708.72	83987275.92	69425694.97	71614133.84
Q7Z6Z7	E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3	42458866.65	49572818.47	46135682.76	47591950.01	47616265.4	48734203.68	42252220.45	53343012.58	40462307.96	31965521.55	30324464.39	32205963.53
Q16762	Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4	77650284.1	69552335.31	73979913.91	82190622.96	73947389.91	66210355.9	61737949.15	73541896.71	57537026.97	48086780.76	50094223.33	51244963.74
Q13283	Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1	10144921.19	8873484.887	8964550.996	7639640.47	8775949.063	10655725.19	8839510.193	14320342.76	14654634.21	8684323.692	11461711.51	10245701.96
P60174	Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3	12440401.11	9909410.201	9285428.771	11616618.48	9848945.445	11352526.66	11650756.31	14738782.44	10402598.33	9118113.911	9018396.887	8538424.497
Q8WU79	Stromal membrane-associated protein 2 OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1	25760567.89	34956704.92	38445621.83	29502749.66	29185473.58	28128852.28	34921631.6	36712108.65	30351280.78	24861235.6	23998459.97	24316220.92
P54105	Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1	1423793.383	4015048.042	3830683.203	927432.4658	2924905.03	3659506.833	3246273.678	5509744.781	3170673.202	3353165.493	2387559.34	2947585.529
Q9UBQ7	Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1	74472134.68	66424606.18	77233490.47	63391831.65	60580587.17	54658103.29	69778785.66	67843744.84	51587451.49	47350741.32	44611284.67	47443016.92
O75569	Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1	10292636.41	9562000.247	8362413.344	6872173.724	7388176.318	7933698.399	9308960.294	11069201.84	6970850.349	7121285.006	6439797.37	6790585.277
O14727	Apoptotic protease-activating factor 1 OS=Homo sapiens OX=9606 GN=APAF1 PE=1 SV=2	7637891.284	8085177.963	8459470.565	4468521.201	5434514.863	5999327.056	4235099.051	6380701.409	5812408.058	3308792.439	4635974.684	4532596.834
P29692	Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5	11782226.79	12062980.72	13091601.14	16455201.51	12628731.15	17400443.39	13104900.08	15562631.26	13584520.95	11603230.04	11510033.74	10389245.5
P06576	"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3"	3326020640	3017535979	3168365300	2922060948	2696240512	2754644137	3071266115	2503880103	2251554105	2152409926	1840957711	1963944789
P60981	Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3	7791288.932	12448222.89	11940922.47	11845969.2	9513980.623	6986268.75	9212792.473	14150412.55	5774178.548	8713849.07	6426701.887	5270013.759
Q99643	"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHC PE=1 SV=1"	17999336.77	28695242.68	13581802.73	30994890.28	24582473.31	19273811.36	27449083.79	36058358.1	29172635	23628010.94	26597345.61	24994622.32
O00203	AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	25677568.92	27270911.85	62809893.01	24453400.14	22153098.47	26834826.53	25568567.42	30350423.04	23690058.06	21108267.59	22303256.47	21762783.71
B1AXG1	Non-specific serine/threonine protein kinase OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=2	9499858.256	8284558.472	12241168.75	7503007.849	5499687.095	9120415.559	9505418.878	9871713.276	7379481.177	6642405.972	5770669.407	7303889.829
Q15056	Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5	3433677.275	3026127.298	3081239.962	3283697.255	3160493.896	3009053.779	2675956.565	2806404.408	3838471.536	1968288.815	2861430.55	2846385.113
Q9BX68	"Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=HINT2 PE=1 SV=1"	38332407.94	36580932.81	36869798.2	41822767.22	35620990	39305389	39243690.3	41183596.12	27984199.22	33441486.89	25776304.28	25424766.17
Q99961	Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1	1065044.564	930120.8194	1223440.304	1544740.111	1280781.514	1294390.432	978076.1885	1378447.404	1193722.33	915324.2642	1125726.168	937526.0253
Q9BPX5	Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens OX=9606 GN=ARPC5L PE=1 SV=1	3566524.204	3624025.872	3164156	4276029.358	3692567.716	4264191.964	4992363.689	5418430.417	3709826.794	3711507.333	3397175.026	3487588.559
P46199	"Translation initiation factor IF-2, mitochondrial OS=Homo sapiens OX=9606 GN=MTIF2 PE=1 SV=2"	18024768.5	16428693.37	16121682.73	17261304.39	17258074.87	18164084.03	19943630.91	17257906.51	19291854.19	9625961.228	13577177.46	14494696.95
Q9NRN7	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens OX=9606 GN=AASDHPPT PE=1 SV=2	3878310.167	5055983.873	3408197.468	4341245.714	3161616.429	5191567.753	3061378.147	5600688.978	3798294.175	2910305.011	3373171.747	3098882.274
P08865	40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4	157482151.6	149413796.5	148884798.3	144732786.7	155969541.7	157381105	126600018.7	165295893.4	110411742.5	113692212.7	100105407.1	98619685.36
Q92905	COP9 signalosome complex subunit 5 OS=Homo sapiens OX=9606 GN=COPS5 PE=1 SV=4	2397636.947	2651632.569	2905417.586	3183812.873	2854951.032	2298462.392	4548417.71	3221903.487	3903875.226	2635971.607	3166500.284	3050281.434
O95757	Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=3	7753528.919	8785135.474	7137752.322	5317895.395	5807683.454	6718438.163	7324724.393	8915383.155	6185196.314	5099463.076	5033767.553	6531166.612
P02794	Ferritin heavy chain OS=Homo sapiens OX=9606 GN=FTH1 PE=1 SV=2	2658070.433	1855126.341	1946775.063	2358579.583	1830201.296	1765970.049	2136203.408	2192974.605	2189789.522	1892872.663	1752167.501	1404345.077
P51617	Interleukin-1 receptor-associated kinase 1 OS=Homo sapiens OX=9606 GN=IRAK1 PE=1 SV=2	2082499.901	2867261.993	1893843.024	1974695.967	2959614.298	2517645.838	1744150.536	2470659.501	2080421.429	2058998.992	1672728.847	1768024.19
O43865	S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2	18473280.92	34407349.45	33775179.83	34007248	31880225.25	33526125.33	26100353.47	35971657.81	22794051.69	20887467.81	20828550.52	19227065.14
O75947	"ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=3"	220540634.7	199173137.2	215114957.3	284195924.9	188673786.5	255236423.6	251363573.5	173461404.8	140167952.2	168571114.7	123245241.1	131905433.8
Q9Y3B2	Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1	5076263.132	4469302.029	2761991.373	4859063.297	4353729.633	4911613.456	2749027.135	4790575.688	5062673.645	3594942.958	3029262.52	2189131.886
P21399	Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3	2389311.449	3168573.881	2929700.057	1915065.093	2406545.726	2876206.024	5164922.24	5594147.853	3967009.342	3544801.054	2573769.07	3661983.621
A8MUM1	EARP and GARP complex-interacting protein 1 OS=Homo sapiens OX=9606 GN=EIPR1 PE=1 SV=2	4432621.018	4111619.033	3609205.482	2579224.164	2888833.527	3632616.295	4209105.884	5175979.593	3362484.074	3860560.395	2770406.263	3207631.055
A0A140TA76	Protein LSM14 homolog A (Fragment) OS=Homo sapiens OX=9606 GN=LSM14A PE=1 SV=1	291314.8021	700537.0366	543221.1985	286568.6905	291631.3632	522122.3772	835251.7674	680511.2291	403777.0647	364517.6384	303629.4339	269637.1235
Q5VWZ2	Lysophospholipase-like protein 1 OS=Homo sapiens OX=9606 GN=LYPLAL1 PE=1 SV=3	10294593.44	12089374.84	12093290.74	12284759.5	11981466.24	12798124.7	13770528.27	17688868.33	12938439.55	9038053.383	10485473.72	10796718.54
P36957	"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4"	120863503	99844780.34	94721450.96	79272958.65	91586438.81	96303154.94	99209978.39	106455640.1	77006425.04	68933623.38	71234638.15	75551165.6
B4DDF4	Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1	16879472.85	22663330.49	20506761.21	17921428.4	19891641.69	19560877.92	17632256.32	21921078.75	17635556.49	15326597.39	13000740.74	14871446.14
Q9Y2Z2	"Protein MTO1 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=MTO1 PE=1 SV=2"	1560082.652	997612.2969	1573799.7	1480756.399	1376851.037	1311799.065	1561109.481	1297894.621	1216197.473	1058043.167	1033963.618	1008064.485
P56385	"ATP synthase subunit e, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5ME PE=1 SV=2"	102835108.6	91861695.4	83401943.94	103419325	92222134.55	98084416.09	128440677.3	70441345.33	57125392.63	70721234.63	56412197.01	53027388.53
O43920	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Homo sapiens OX=9606 GN=NDUFS5 PE=1 SV=3	33605125.62	26004985.3	23094653.44	26917299.41	26328586.16	19343043.4	17913245.68	17559289.65	17757879.72	10729674.07	14060700.18	15436487.67
E9PFR3	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit OS=Homo sapiens OX=9606 GN=PPP2R5D PE=1 SV=1	12390332.6	13883717.2	14535693.62	9456791.66	11760553.8	11701480.78	10046081.2	16042077.47	10265348.41	7704149.111	8066266.089	9995187.662
Q9BVC4	Target of rapamycin complex subunit LST8 OS=Homo sapiens OX=9606 GN=MLST8 PE=1 SV=1	1921084.572	2119836.318	1017939.557	1744068.842	940750.8201	1598105.266	1544302.264	1768422.682	800246.8553	1228425.595	871471.6548	927319.4888
P34059	N-acetylgalactosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GALNS PE=1 SV=1	1387864.782	1102377.713	853310.4141	1518672.458	1443591.922	939184.8464	1149085.345	1121696.491	601477.5232	730131.4809	442468.0563	510130.5902
O95816	BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2 PE=1 SV=1	7127473.71	7722490.868	6567503.465	11697526.44	9049792.684	12496912.27	7486715.322	7228295.964	4308606.261	6015728.572	5435436.08	4313600.371
Q13136	Liprin-alpha-1 OS=Homo sapiens OX=9606 GN=PPFIA1 PE=1 SV=1	146657.8963	188678.633	164749.9844	65876.95474	92875.60924	119633.0491	110130.5658	181963.0984	184581.6669	139652.8184	116970.7086	132273.4872
P60510	Serine/threonine-protein phosphatase 4 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP4C PE=1 SV=1	1210246.906	1929693.018	2088124.719	1571612.516	1179541.763	1977774.644	2037794.518	2660214.346	1481952.32	1763666.198	862543.9081	1081811.872
O95169	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB8 PE=1 SV=1"	33804221.46	34690225.05	30875092.69	37955106.07	35314100.19	33604868.73	23794670.77	24859890.89	22216714.3	13688137.13	14519855.48	13039119.07
Q9NXG2	THUMP domain-containing protein 1 OS=Homo sapiens OX=9606 GN=THUMPD1 PE=1 SV=2	1533719.477	1533671.112	1377851.265	1456202.089	1852313.207	1520796.059	1865975.444	2069651.938	1310529.916	1416846.063	2004018.586	1049443.342
Q8NEC7	Glutathione S-transferase C-terminal domain-containing protein OS=Homo sapiens OX=9606 GN=GSTCD PE=1 SV=2	30612262.59	26175772.71	32263495.98	29890254.8	22201604.69	30243845.05	28193940.4	34051740.11	26102276.99	19588146.1	20843411.07	25490558.52
Q93008	Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens OX=9606 GN=USP9X PE=1 SV=3	11528332.55	8257658.72	7775810.633	9752275.152	8133158.914	7590653.505	8868376.96	9980320.187	5526116.944	5931716.918	6073332.651	5790575.967
Q9Y4H2	Insulin receptor substrate 2 OS=Homo sapiens OX=9606 GN=IRS2 PE=1 SV=2	454958.238	694493.4194	1379617.477	693128.4891	535200.5658	677123.5514	411277.9266	764794.6143	411189.8206	355654.3281	382980.3104	441849.0389
O75431	Metaxin-2 OS=Homo sapiens OX=9606 GN=MTX2 PE=1 SV=1	27559364.84	30695204.13	36674085.68	38596655.78	32371085.22	26991923.44	22349546.08	19531279.23	13917745.82	14155853.41	14650983.97	13224077.3
P33316	"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4"	23768453.78	20770571.33	20120281.78	16264433.51	16571149.42	19902652.51	18061139.57	20603789.5	15672356.49	16407524.46	13470725.8	10810537
P08779	"Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4"	113982.5827	131244.0151	159528.1354	390092.9035	479691.9827	342728.8454	420599.413	683892.341	452721.6167	345032.1296	124418.3901	848492.4328
O95163	Elongator complex protein 1 OS=Homo sapiens OX=9606 GN=ELP1 PE=1 SV=3	2985181.822	3684938.441	3287805.45	3463464.471	3756306.311	4143704.322	3782853.829	3990536.533	2634847.748	2214298.061	2513836.209	2360884.822
P50502	Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2	11877293.53	13168971.52	14980198.03	12414527.78	11742667.53	15273592.49	12335169.61	18351796.94	13474708.06	11129200.5	11377743.69	11194368.32
Q92882	Osteoclast-stimulating factor 1 OS=Homo sapiens OX=9606 GN=OSTF1 PE=1 SV=2	34729035.31	28775223.94	33372967.75	27493828.84	24798712.21	23513171.92	26885113.51	26640084.28	24226218.37	19518304.26	19718937.28	18654750.07
A8MYT4	Phosphatidylinositol 3-kinase catalytic subunit type 3 OS=Homo sapiens OX=9606 GN=PIK3C3 PE=1 SV=2	467561.2104	575455.4637	470084.8885	371789.3382	463701.9188	1126034.307	320767.0159	448770.0461	11067814.87	360354.83	241358.676	438237.7956
Q8NE86	"Calcium uniporter protein, mitochondrial OS=Homo sapiens OX=9606 GN=MCU PE=1 SV=1"	14717952.66	18383399.09	22502420.73	13913258.2	15719778.18	14935902.64	15607694.8	14598004.24	12084905.2	10195466.67	10609958.07	10376740.02
P31937	"3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBADH PE=1 SV=2"	36291019.72	32915300.07	35629214.59	39027502.74	35854462.97	34231993.81	30613137.92	32100966.12	21903297.28	24423860.04	22784766.98	18259137.86
M0R0P8	Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=1	5842639.511	7197151.992	6675471.481	5975108.543	5808144.77	6296189.266	6711805.234	5931161.463	4752663.164	4430754.508	3874607.352	3364512.114
